tokenizer,word,gold_segments,predicted_tokens,gold_boundaries,predicted_boundaries,precision,recall,f1,true_positive,false_positive,false_negative
custom_bpe,yili,yil|i,[CLS]|yili|[SEP],3,"5,9",0.0,0.0,0.0,0,2,1
custom_bpe,yila,yil|a,[CLS]|yila|[SEP],3,"5,9",0.0,0.0,0.0,0,2,1
custom_bpe,tiɣri,tiɣ|ri,[CLS]|tiɣ|ri|[SEP],3,"5,8,10",0.0,0.0,0.0,0,3,1
custom_bpe,tiɣa,tiɣ|a,[CLS]|ti|ɣa|[SEP],3,"5,7,9",0.0,0.0,0.0,0,3,1
custom_bpe,zaaŋa,zaaŋ|a,[CLS]|zaa|ŋa|[SEP],4,"5,8,10",0.0,0.0,0.0,0,3,1
custom_bpe,zaansi,zaaŋ|si,[CLS]|zaa|nsi|[SEP],4,"5,8,11",0.0,0.0,0.0,0,3,1
custom_bpe,saha,sa|ha,[CLS]|saha|[SEP],2,"5,9",0.0,0.0,0.0,0,2,1
custom_bpe,sahaba,saha|ba,[CLS]|saha|ba|[SEP],4,"5,9,11",0.0,0.0,0.0,0,3,1
custom_bpe,dɔɣri,dɔɣ|ri,[CLS]|dɔɣ|ri|[SEP],3,"5,8,10",0.0,0.0,0.0,0,3,1
custom_bpe,dɔɣa,dɔɣ|a,[CLS]|dɔ|ɣa|[SEP],3,"5,7,9",0.0,0.0,0.0,0,3,1
custom_bpe,nyɛla,nyɛ|la,[CLS]|nyɛla|[SEP],3,"5,10",0.0,0.0,0.0,0,2,1
custom_bpe,nyɛbu,nyɛ|bu,[CLS]|nyɛ|bu|[SEP],3,"5,8,10",0.0,0.0,0.0,0,3,1
custom_bpe,tuma,tum|a,[CLS]|tuma|[SEP],3,"5,9",0.0,0.0,0.0,0,2,1
custom_bpe,tumdi,tum|di,[CLS]|tumdi|[SEP],3,"5,10",0.0,0.0,0.0,0,2,1
custom_unigram,Dagbani,Dagban|li,[CLS]|D|a|gbani|[SEP],6,"5,6,7,12",0.25,1.0,0.4,1,3,0
custom_unigram,Dagbamba,Dagban|ba,[CLS]|D|a|gba|m|b|a|[SEP],6,"5,6,7,10,11,12,13",0.14285714285714285,1.0,0.25,1,6,0
custom_unigram,Dagbana,Dagban|a,[CLS]|D|a|gbana|[SEP],6,"5,6,7,12",0.25,1.0,0.4,1,3,0
custom_unigram,bihi,bi|hi,[CLS]|bihi|[SEP],2,"5,9",0.0,0.0,0.0,0,2,1
custom_unigram,bila,bi|la,[CLS]|bi|la|[SEP],2,"5,7,9",0.0,0.0,0.0,0,3,1
custom_unigram,bipieligu,bi|pieli|gu,[CLS]|bi|p|i|e|l|i|gu|[SEP],"2,7","5,7,8,9,10,11,12,14",0.125,0.5,0.2,1,7,1
custom_unigram,binyɛla,bi|nyɛla,[CLS]|bi|nyɛ|la|[SEP],2,"5,7,10,12",0.0,0.0,0.0,0,4,1
custom_unigram,ninsala,nin|sala,[CLS]|ninsal|a|[SEP],3,"5,11,12",0.0,0.0,0.0,0,3,1
custom_unigram,ninsalba,nin|sal|ba,[CLS]|ninsal|b|a|[SEP],"3,6","5,11,12,13",0.0,0.0,0.0,0,4,2
custom_unigram,ninsaligu,nin|sal|igu,[CLS]|ninsal|i|gu|[SEP],"3,6","5,11,12,14",0.0,0.0,0.0,0,4,2
custom_unigram,kpema,kpem|a,[CLS]|kpe|m|a|[SEP],4,"5,8,9,10",0.0,0.0,0.0,0,4,1
custom_unigram,kpemsi,kpem|si,[CLS]|kpe|m|si|[SEP],4,"5,8,9,11",0.0,0.0,0.0,0,4,1
custom_unigram,doɣri,doɣ|ri,[CLS]|d|o|ɣ|ri|[SEP],3,"5,6,7,8,10",0.0,0.0,0.0,0,5,1
custom_unigram,doɣa,doɣ|a,[CLS]|d|o|ɣ|a|[SEP],3,"5,6,7,8,9",0.0,0.0,0.0,0,5,1
custom_unigram,kugri,kug|ri,[CLS]|ku|g|ri|[SEP],3,"5,7,8,10",0.0,0.0,0.0,0,4,1
custom_unigram,kuga,kug|a,[CLS]|ku|g|a|[SEP],3,"5,7,8,9",0.0,0.0,0.0,0,4,1
custom_unigram,yili,yil|i,[CLS]|yili|[SEP],3,"5,9",0.0,0.0,0.0,0,2,1
custom_unigram,yila,yil|a,[CLS]|yi|la|[SEP],3,"5,7,9",0.0,0.0,0.0,0,3,1
custom_unigram,tiɣri,tiɣ|ri,[CLS]|tiɣ|ri|[SEP],3,"5,8,10",0.0,0.0,0.0,0,3,1
custom_unigram,tiɣa,tiɣ|a,[CLS]|tiɣ|a|[SEP],3,"5,8,9",0.0,0.0,0.0,0,3,1
custom_unigram,zaaŋa,zaaŋ|a,[CLS]|zaa|ŋ|a|[SEP],4,"5,8,9,10",0.0,0.0,0.0,0,4,1
custom_unigram,zaansi,zaaŋ|si,[CLS]|zaa|n|si|[SEP],4,"5,8,9,11",0.0,0.0,0.0,0,4,1
custom_unigram,saha,sa|ha,[CLS]|saha|[SEP],2,"5,9",0.0,0.0,0.0,0,2,1
custom_unigram,sahaba,saha|ba,[CLS]|saha|b|a|[SEP],4,"5,9,10,11",0.0,0.0,0.0,0,4,1
custom_unigram,dɔɣri,dɔɣ|ri,[CLS]|dɔɣ|ri|[SEP],3,"5,8,10",0.0,0.0,0.0,0,3,1
custom_unigram,dɔɣa,dɔɣ|a,[CLS]|dɔɣ|a|[SEP],3,"5,8,9",0.0,0.0,0.0,0,3,1
custom_unigram,nyɛla,nyɛ|la,[CLS]|nyɛ|la|[SEP],3,"5,8,10",0.0,0.0,0.0,0,3,1
custom_unigram,nyɛbu,nyɛ|bu,[CLS]|nyɛ|bu|[SEP],3,"5,8,10",0.0,0.0,0.0,0,3,1
custom_unigram,tuma,tum|a,[CLS]|tuma|[SEP],3,"5,9",0.0,0.0,0.0,0,2,1
custom_unigram,tumdi,tum|di,[CLS]|tumdi|[SEP],3,"5,10",0.0,0.0,0.0,0,2,1
bert-base-multilingual-cased,Dagbani,Dagban|li,Dag|##bani,6,3,0.0,0.0,0.0,0,1,1
bert-base-multilingual-cased,Dagbamba,Dagban|ba,Dag|##bamba,6,3,0.0,0.0,0.0,0,1,1
bert-base-multilingual-cased,Dagbana,Dagban|a,Dag|##bana,6,3,0.0,0.0,0.0,0,1,1
bert-base-multilingual-cased,bihi,bi|hi,bi|##hi,2,2,1.0,1.0,1.0,1,0,0
bert-base-multilingual-cased,bila,bi|la,bila,2,,0.0,0.0,0.0,0,0,1
bert-base-multilingual-cased,bipieligu,bi|pieli|gu,bi|##piel|##igu,"2,7","2,6",0.5,0.5,0.5,1,1,1
bert-base-multilingual-cased,binyɛla,bi|nyɛla,bin|##y|##ɛ|##la,2,"3,4,5",0.0,0.0,0.0,0,3,1
bert-base-multilingual-cased,ninsala,nin|sala,nin|##sala,3,3,1.0,1.0,1.0,1,0,0
bert-base-multilingual-cased,ninsalba,nin|sal|ba,nin|##sal|##ba,"3,6","3,6",1.0,1.0,1.0,2,0,0
bert-base-multilingual-cased,ninsaligu,nin|sal|igu,nin|##sal|##igu,"3,6","3,6",1.0,1.0,1.0,2,0,0
bert-base-multilingual-cased,kpema,kpem|a,k|##pe|##ma,4,"1,3",0.0,0.0,0.0,0,2,1
bert-base-multilingual-cased,kpemsi,kpem|si,k|##pe|##ms|##i,4,"1,3,5",0.0,0.0,0.0,0,3,1
bert-base-multilingual-cased,doɣri,doɣ|ri,do|##ɣ|##ri,3,"2,3",0.5,1.0,0.6666666666666666,1,1,0
bert-base-multilingual-cased,doɣa,doɣ|a,do|##ɣ|##a,3,"2,3",0.5,1.0,0.6666666666666666,1,1,0
bert-base-multilingual-cased,kugri,kug|ri,ku|##gri,3,2,0.0,0.0,0.0,0,1,1
bert-base-multilingual-cased,kuga,kug|a,ku|##ga,3,2,0.0,0.0,0.0,0,1,1
bert-base-multilingual-cased,yili,yil|i,yil|##i,3,3,1.0,1.0,1.0,1,0,0
bert-base-multilingual-cased,yila,yil|a,yil|##a,3,3,1.0,1.0,1.0,1,0,0
bert-base-multilingual-cased,tiɣri,tiɣ|ri,ti|##ɣ|##ri,3,"2,3",0.5,1.0,0.6666666666666666,1,1,0
bert-base-multilingual-cased,tiɣa,tiɣ|a,ti|##ɣ|##a,3,"2,3",0.5,1.0,0.6666666666666666,1,1,0
bert-base-multilingual-cased,zaaŋa,zaaŋ|a,za|##a|##ŋ|##a,4,"2,3,4",0.3333333333333333,1.0,0.5,1,2,0
bert-base-multilingual-cased,zaansi,zaaŋ|si,za|##ans|##i,4,"2,5",0.0,0.0,0.0,0,2,1
bert-base-multilingual-cased,saha,sa|ha,saha,2,,0.0,0.0,0.0,0,0,1
bert-base-multilingual-cased,sahaba,saha|ba,saha|##ba,4,4,1.0,1.0,1.0,1,0,0
bert-base-multilingual-cased,dɔɣri,dɔɣ|ri,d|##ɔ|##ɣ|##ri,3,"1,2,3",0.3333333333333333,1.0,0.5,1,2,0
bert-base-multilingual-cased,dɔɣa,dɔɣ|a,d|##ɔ|##ɣ|##a,3,"1,2,3",0.3333333333333333,1.0,0.5,1,2,0
bert-base-multilingual-cased,nyɛla,nyɛ|la,ny|##ɛ|##la,3,"2,3",0.5,1.0,0.6666666666666666,1,1,0
bert-base-multilingual-cased,nyɛbu,nyɛ|bu,ny|##ɛ|##bu,3,"2,3",0.5,1.0,0.6666666666666666,1,1,0
bert-base-multilingual-cased,tuma,tum|a,tu|##ma,3,2,0.0,0.0,0.0,0,1,1
bert-base-multilingual-cased,tumdi,tum|di,tu|##md|##i,3,"2,4",0.0,0.0,0.0,0,2,1
xlm-roberta-base,Dagbani,Dagban|li,▁Dag|bani,6,3,0.0,0.0,0.0,0,1,1
xlm-roberta-base,Dagbamba,Dagban|ba,▁Dag|bamba,6,3,0.0,0.0,0.0,0,1,1
xlm-roberta-base,Dagbana,Dagban|a,▁Dag|bana,6,3,0.0,0.0,0.0,0,1,1
xlm-roberta-base,bihi,bi|hi,▁bi|hi,2,2,1.0,1.0,1.0,1,0,0
xlm-roberta-base,bila,bi|la,▁bila,2,,0.0,0.0,0.0,0,0,1
xlm-roberta-base,bipieligu,bi|pieli|gu,▁bi|pie|lig|u,"2,7","2,5,8",0.3333333333333333,0.5,0.4,1,2,1
xlm-roberta-base,binyɛla,bi|nyɛla,▁bi|ny|ɛ|la,2,"2,4,5",0.3333333333333333,1.0,0.5,1,2,0
xlm-roberta-base,ninsala,nin|sala,▁nin|sala,3,3,1.0,1.0,1.0,1,0,0
xlm-roberta-base,ninsalba,nin|sal|ba,▁nin|s|alba,"3,6","3,4",0.5,0.5,0.5,1,1,1
xlm-roberta-base,ninsaligu,nin|sal|igu,▁nin|sal|igu,"3,6","3,6",1.0,1.0,1.0,2,0,0
xlm-roberta-base,kpema,kpem|a,▁k|pe|ma,4,"1,3",0.0,0.0,0.0,0,2,1
xlm-roberta-base,kpemsi,kpem|si,▁k|pem|si,4,"1,4",0.5,1.0,0.6666666666666666,1,1,0
xlm-roberta-base,doɣri,doɣ|ri,▁do|ɣ|ri,3,"2,3",0.5,1.0,0.6666666666666666,1,1,0
xlm-roberta-base,doɣa,doɣ|a,▁do|ɣ|a,3,"2,3",0.5,1.0,0.6666666666666666,1,1,0
xlm-roberta-base,kugri,kug|ri,▁ku|gri,3,2,0.0,0.0,0.0,0,1,1
xlm-roberta-base,kuga,kug|a,▁ku|ga,3,2,0.0,0.0,0.0,0,1,1
xlm-roberta-base,yili,yil|i,▁yili,3,,0.0,0.0,0.0,0,0,1
xlm-roberta-base,yila,yil|a,▁yil|a,3,3,1.0,1.0,1.0,1,0,0
xlm-roberta-base,tiɣri,tiɣ|ri,▁ti|ɣ|ri,3,"2,3",0.5,1.0,0.6666666666666666,1,1,0
xlm-roberta-base,tiɣa,tiɣ|a,▁ti|ɣ|a,3,"2,3",0.5,1.0,0.6666666666666666,1,1,0
xlm-roberta-base,zaaŋa,zaaŋ|a,▁za|a|ŋ|a,4,"2,3,4",0.3333333333333333,1.0,0.5,1,2,0
xlm-roberta-base,zaansi,zaaŋ|si,▁za|an|si,4,"2,4",0.5,1.0,0.6666666666666666,1,1,0
xlm-roberta-base,saha,sa|ha,▁saha,2,,0.0,0.0,0.0,0,0,1
xlm-roberta-base,sahaba,saha|ba,▁sa|haba,4,2,0.0,0.0,0.0,0,1,1
xlm-roberta-base,dɔɣri,dɔɣ|ri,▁d|ɔ|ɣ|ri,3,"1,2,3",0.3333333333333333,1.0,0.5,1,2,0
xlm-roberta-base,dɔɣa,dɔɣ|a,▁d|ɔ|ɣ|a,3,"1,2,3",0.3333333333333333,1.0,0.5,1,2,0
xlm-roberta-base,nyɛla,nyɛ|la,▁ny|ɛ|la,3,"2,3",0.5,1.0,0.6666666666666666,1,1,0
xlm-roberta-base,nyɛbu,nyɛ|bu,▁ny|ɛ|bu,3,"2,3",0.5,1.0,0.6666666666666666,1,1,0
xlm-roberta-base,tuma,tum|a,▁tuma,3,,0.0,0.0,0.0,0,0,1
xlm-roberta-base,tumdi,tum|di,▁tum|di,3,3,1.0,1.0,1.0,1,0,0
google/mt5-small,Dagbani,Dagban|li,▁Dag|bani,6,3,0.0,0.0,0.0,0,1,1
google/mt5-small,Dagbamba,Dagban|ba,▁Dag|bamba,6,3,0.0,0.0,0.0,0,1,1
google/mt5-small,Dagbana,Dagban|a,▁Dag|bana,6,3,0.0,0.0,0.0,0,1,1
google/mt5-small,bihi,bi|hi,▁bi|hi,2,2,1.0,1.0,1.0,1,0,0
google/mt5-small,bila,bi|la,▁bila,2,,0.0,0.0,0.0,0,0,1
google/mt5-small,bipieligu,bi|pieli|gu,▁bi|pieli|gu,"2,7","2,7",1.0,1.0,1.0,2,0,0
google/mt5-small,binyɛla,bi|nyɛla,▁bin|yɛ|la,2,"3,5",0.0,0.0,0.0,0,2,1
google/mt5-small,ninsala,nin|sala,▁|nin|sala,3,3,1.0,1.0,1.0,1,0,0
google/mt5-small,ninsalba,nin|sal|ba,▁|nin|s|alba,"3,6","3,4",0.5,0.5,0.5,1,1,1
google/mt5-small,ninsaligu,nin|sal|igu,▁|nin|sal|igu,"3,6","3,6",1.0,1.0,1.0,2,0,0
google/mt5-small,kpema,kpem|a,▁kp|ema,4,2,0.0,0.0,0.0,0,1,1
google/mt5-small,kpemsi,kpem|si,▁k|pem|si,4,"1,4",0.5,1.0,0.6666666666666666,1,1,0
google/mt5-small,doɣri,doɣ|ri,▁do|ɣ|ri,3,"2,3",0.5,1.0,0.6666666666666666,1,1,0
google/mt5-small,doɣa,doɣ|a,▁do|ɣ|a,3,"2,3",0.5,1.0,0.6666666666666666,1,1,0
google/mt5-small,kugri,kug|ri,▁ku|gri,3,2,0.0,0.0,0.0,0,1,1
google/mt5-small,kuga,kug|a,▁ku|ga,3,2,0.0,0.0,0.0,0,1,1
google/mt5-small,yili,yil|i,▁|yili,3,,0.0,0.0,0.0,0,0,1
google/mt5-small,yila,yil|a,▁yil|a,3,3,1.0,1.0,1.0,1,0,0
google/mt5-small,tiɣri,tiɣ|ri,▁ti|ɣ|ri,3,"2,3",0.5,1.0,0.6666666666666666,1,1,0
google/mt5-small,tiɣa,tiɣ|a,▁ti|ɣ|a,3,"2,3",0.5,1.0,0.6666666666666666,1,1,0
google/mt5-small,zaaŋa,zaaŋ|a,▁za|aŋ|a,4,"2,4",0.5,1.0,0.6666666666666666,1,1,0
google/mt5-small,zaansi,zaaŋ|si,▁za|ansi,4,2,0.0,0.0,0.0,0,1,1
google/mt5-small,saha,sa|ha,▁saha,2,,0.0,0.0,0.0,0,0,1
google/mt5-small,sahaba,saha|ba,▁sa|haba,4,2,0.0,0.0,0.0,0,1,1
google/mt5-small,dɔɣri,dɔɣ|ri,▁d|ɔ|ɣ|ri,3,"1,2,3",0.3333333333333333,1.0,0.5,1,2,0
google/mt5-small,dɔɣa,dɔɣ|a,▁d|ɔ|ɣ|a,3,"1,2,3",0.3333333333333333,1.0,0.5,1,2,0
google/mt5-small,nyɛla,nyɛ|la,▁ny|ɛ|la,3,"2,3",0.5,1.0,0.6666666666666666,1,1,0
google/mt5-small,nyɛbu,nyɛ|bu,▁ny|ɛ|bu,3,"2,3",0.5,1.0,0.6666666666666666,1,1,0
google/mt5-small,tuma,tum|a,▁tuma,3,,0.0,0.0,0.0,0,0,1
google/mt5-small,tumdi,tum|di,▁tum|di,3,3,1.0,1.0,1.0,1,0,0
