tokenizer,word,gold_segments,predicted_tokens,gold_boundaries,predicted_boundaries,precision,recall,f1,true_positive,false_positive,false_negative
custom_unigram,ɔkɔmfoɔ,ɔ|kɔm|foɔ,[CLS]|ɔkɔ|m|foɔ|[SEP],"1,4","3,4",0.5,0.5,0.5,1,1,1
custom_unigram,akomfoɔ,a|kɔm|foɔ,[CLS]|a|kom|foɔ|[SEP],"1,4","1,4",1.0,1.0,1.0,2,0,0
custom_unigram,ɔsɔfoɔ,ɔ|sɔ|foɔ,[CLS]|ɔsɔfo|ɔ|[SEP],"1,3",5,0.0,0.0,0.0,0,1,2
custom_unigram,asɔfoɔ,a|sɔ|foɔ,[CLS]|asɔfo|ɔ|[SEP],"1,3",5,0.0,0.0,0.0,0,1,2
custom_unigram,ɔpanyin,ɔ|panyin,[CLS]|ɔ|pa|nyin|[SEP],1,"1,3",0.5,1.0,0.6666666666666666,1,1,0
custom_unigram,mpanyimfoɔ,m|panyin|foɔ,[CLS]|mpan|yi|m|foɔ|[SEP],"1,7","4,6,7",0.3333333333333333,0.5,0.4,1,2,1
custom_unigram,ayɔnkofoɔ,a|yɔnko|foɔ,[CLS]|a|yɔnko|foɔ|[SEP],"1,6","1,6",1.0,1.0,1.0,2,0,0
bert-base-multilingual-cased,sukuufoɔ,sukuu|foɔ,suku|##uf|##o|##ɔ,5,"4,6,7",0.0,0.0,0.0,0,3,1
bert-base-multilingual-cased,adwumayɛfoɔ,adwuma|yɛ|foɔ,ad|##wu|##may|##ɛ|##fo|##ɔ,"6,8","2,4,7,8,10",0.2,0.5,0.28571428571428575,1,4,1
bert-base-multilingual-cased,ɔkyerɛkyerɛni,ɔ|kyerɛ|kyerɛ|ni,ɔ|##ky|##er|##ɛ|##ky|##er|##ɛ|##ni,"1,6,11","1,3,5,6,8,10,11",0.42857142857142855,1.0,0.6,3,4,0
bert-base-multilingual-cased,akyerɛkyerɛfoɔ,a|kyerɛ|kyerɛ|foɔ,ak|##yer|##ɛ|##ky|##er|##ɛ|##fo|##ɔ,"1,6,11","2,5,6,8,10,11,13",0.2857142857142857,0.6666666666666666,0.4,2,5,1
bert-base-multilingual-cased,osikani,o|sika|ni,osi|##kan|##i,"1,5","3,6",0.0,0.0,0.0,0,2,2
bert-base-multilingual-cased,asikafoɔ,a|sika|foɔ,asi|##ka|##fo|##ɔ,"1,5","3,5,7",0.3333333333333333,0.5,0.4,1,2,1
bert-base-multilingual-cased,ɔmanfoɔ,ɔman|foɔ,ɔ|##man|##fo|##ɔ,4,"1,4,6",0.3333333333333333,1.0,0.5,1,2,0
bert-base-multilingual-cased,abusuafoɔ,abusua|foɔ,abu|##sua|##fo|##ɔ,6,"3,6,8",0.3333333333333333,1.0,0.5,1,2,0
bert-base-multilingual-cased,kuromfoɔ,kurom|foɔ,kur|##om|##fo|##ɔ,5,"3,5,7",0.3333333333333333,1.0,0.5,1,2,0
bert-base-multilingual-cased,nkurofoɔ,n|kuro|foɔ,n|##kur|##of|##o|##ɔ,"1,5","1,4,6,7",0.25,0.5,0.3333333333333333,1,3,1
bert-base-multilingual-cased,akwadaa,a|kwadaa,ak|##wad|##aa,1,"2,5",0.0,0.0,0.0,0,2,1
bert-base-multilingual-cased,mmofra,m|mofra,mm|##of|##ra,1,"2,4",0.0,0.0,0.0,0,2,1
bert-base-multilingual-cased,adwuma,adwuma,ad|##wu|##ma,,"2,4",0.0,0.0,0.0,0,2,0
bert-base-multilingual-cased,odwumayɛni,o|dwuma|yɛ|ni,od|##wu|##may|##ɛ|##ni,"1,6,8","2,4,7,8",0.25,0.3333333333333333,0.28571428571428575,1,3,2
bert-base-multilingual-cased,nnwumayɛfoɔ,n|dwuma|yɛ|foɔ,nn|##wu|##may|##ɛ|##fo|##ɔ,"1,6,8","2,4,7,8,10",0.2,0.3333333333333333,0.25,1,4,2
bert-base-multilingual-cased,ɔbarima,ɔ|barima,ɔ|##bari|##ma,1,"1,5",0.5,1.0,0.6666666666666666,1,1,0
bert-base-multilingual-cased,mmarima,m|barima,mm|##ari|##ma,1,"2,5",0.0,0.0,0.0,0,2,1
bert-base-multilingual-cased,ɔbaa,ɔ|baa,ɔ|##ba|##a,1,"1,3",0.5,1.0,0.6666666666666666,1,1,0
bert-base-multilingual-cased,mmaa,m|baa,mm|##aa,1,2,0.0,0.0,0.0,0,1,1
bert-base-multilingual-cased,akokɔ,a|kokɔ,ako|##k|##ɔ,1,"3,4",0.0,0.0,0.0,0,2,1
bert-base-multilingual-cased,nkokoɔ,n|kokoɔ,n|##kok|##o|##ɔ,1,"1,4,5",0.3333333333333333,1.0,0.5,1,2,0
bert-base-multilingual-cased,ɔhene,ɔ|hene,ɔ|##hen|##e,1,"1,4",0.5,1.0,0.6666666666666666,1,1,0
bert-base-multilingual-cased,ahene,a|hene,ah|##ene,1,2,0.0,0.0,0.0,0,1,1
bert-base-multilingual-cased,ɔkɔmfoɔ,ɔ|kɔm|foɔ,ɔ|##k|##ɔ|##m|##fo|##ɔ,"1,4","1,2,3,4,6",0.4,1.0,0.5714285714285715,2,3,0
bert-base-multilingual-cased,akomfoɔ,a|kɔm|foɔ,ako|##m|##fo|##ɔ,"1,4","3,4,6",0.3333333333333333,0.5,0.4,1,2,1
bert-base-multilingual-cased,ɔsɔfoɔ,ɔ|sɔ|foɔ,ɔ|##s|##ɔ|##fo|##ɔ,"1,3","1,2,3,5",0.5,1.0,0.6666666666666666,2,2,0
bert-base-multilingual-cased,asɔfoɔ,a|sɔ|foɔ,as|##ɔ|##fo|##ɔ,"1,3","2,3,5",0.3333333333333333,0.5,0.4,1,2,1
bert-base-multilingual-cased,ɔpanyin,ɔ|panyin,ɔ|##pan|##yin,1,"1,4",0.5,1.0,0.6666666666666666,1,1,0
bert-base-multilingual-cased,mpanyimfoɔ,m|panyin|foɔ,m|##pan|##yi|##m|##fo|##ɔ,"1,7","1,4,6,7,9",0.4,1.0,0.5714285714285715,2,3,0
bert-base-multilingual-cased,ayɔnkofoɔ,a|yɔnko|foɔ,ay|##ɔ|##nko|##fo|##ɔ,"1,6","2,3,6,8",0.25,0.5,0.3333333333333333,1,3,1
xlm-roberta-base,sukuufoɔ,sukuu|foɔ,▁suku|u|fo|ɔ,5,"4,5,7",0.3333333333333333,1.0,0.5,1,2,0
xlm-roberta-base,adwumayɛfoɔ,adwuma|yɛ|foɔ,▁ad|wu|may|ɛ|fo|ɔ,"6,8","2,4,7,8,10",0.2,0.5,0.28571428571428575,1,4,1
xlm-roberta-base,ɔkyerɛkyerɛni,ɔ|kyerɛ|kyerɛ|ni,▁|ɔ|ky|er|ɛ|ky|er|ɛ|ni,"1,6,11","1,3,5,6,8,10,11",0.42857142857142855,1.0,0.6,3,4,0
xlm-roberta-base,akyerɛkyerɛfoɔ,a|kyerɛ|kyerɛ|foɔ,▁ak|yer|ɛ|ky|er|ɛ|fo|ɔ,"1,6,11","2,5,6,8,10,11,13",0.2857142857142857,0.6666666666666666,0.4,2,5,1
xlm-roberta-base,osikani,o|sika|ni,▁o|sikan|i,"1,5","1,6",0.5,0.5,0.5,1,1,1
xlm-roberta-base,asikafoɔ,a|sika|foɔ,▁a|sika|fo|ɔ,"1,5","1,5,7",0.6666666666666666,1.0,0.8,2,1,0
xlm-roberta-base,ɔmanfoɔ,ɔman|foɔ,▁|ɔ|man|fo|ɔ,4,"1,4,6",0.3333333333333333,1.0,0.5,1,2,0
xlm-roberta-base,abusuafoɔ,abusua|foɔ,▁abu|sua|fo|ɔ,6,"3,6,8",0.3333333333333333,1.0,0.5,1,2,0
xlm-roberta-base,kuromfoɔ,kurom|foɔ,▁kur|om|fo|ɔ,5,"3,5,7",0.3333333333333333,1.0,0.5,1,2,0
xlm-roberta-base,nkurofoɔ,n|kuro|foɔ,▁nk|uro|fo|ɔ,"1,5","2,5,7",0.3333333333333333,0.5,0.4,1,2,1
xlm-roberta-base,akwadaa,a|kwadaa,▁ak|wada|a,1,"2,6",0.0,0.0,0.0,0,2,1
xlm-roberta-base,mmofra,m|mofra,▁mm|o|fra,1,"2,3",0.0,0.0,0.0,0,2,1
xlm-roberta-base,adwuma,adwuma,▁ad|w|uma,,"2,3",0.0,0.0,0.0,0,2,0
xlm-roberta-base,odwumayɛni,o|dwuma|yɛ|ni,▁od|wu|may|ɛ|ni,"1,6,8","2,4,7,8",0.25,0.3333333333333333,0.28571428571428575,1,3,2
xlm-roberta-base,nnwumayɛfoɔ,n|dwuma|yɛ|foɔ,▁n|n|wu|may|ɛ|fo|ɔ,"1,6,8","1,2,4,7,8,10",0.3333333333333333,0.6666666666666666,0.4444444444444444,2,4,1
xlm-roberta-base,ɔbarima,ɔ|barima,▁|ɔ|bar|ima,1,"1,4",0.5,1.0,0.6666666666666666,1,1,0
xlm-roberta-base,mmarima,m|barima,▁mm|ar|ima,1,"2,4",0.0,0.0,0.0,0,2,1
xlm-roberta-base,ɔbaa,ɔ|baa,▁|ɔ|ba|a,1,"1,3",0.5,1.0,0.6666666666666666,1,1,0
xlm-roberta-base,mmaa,m|baa,▁m|maa,1,1,1.0,1.0,1.0,1,0,0
xlm-roberta-base,akokɔ,a|kokɔ,▁ako|k|ɔ,1,"3,4",0.0,0.0,0.0,0,2,1
xlm-roberta-base,nkokoɔ,n|kokoɔ,▁n|koko|ɔ,1,"1,5",0.5,1.0,0.6666666666666666,1,1,0
xlm-roberta-base,ɔhene,ɔ|hene,▁|ɔ|hen|e,1,"1,4",0.5,1.0,0.6666666666666666,1,1,0
xlm-roberta-base,ahene,a|hene,▁ah|ene,1,2,0.0,0.0,0.0,0,1,1
xlm-roberta-base,ɔkɔmfoɔ,ɔ|kɔm|foɔ,▁|ɔ|k|ɔ|m|fo|ɔ,"1,4","1,2,3,4,6",0.4,1.0,0.5714285714285715,2,3,0
xlm-roberta-base,akomfoɔ,a|kɔm|foɔ,▁a|kom|fo|ɔ,"1,4","1,4,6",0.6666666666666666,1.0,0.8,2,1,0
xlm-roberta-base,ɔsɔfoɔ,ɔ|sɔ|foɔ,▁|ɔ|s|ɔ|fo|ɔ,"1,3","1,2,3,5",0.5,1.0,0.6666666666666666,2,2,0
xlm-roberta-base,asɔfoɔ,a|sɔ|foɔ,▁as|ɔ|fo|ɔ,"1,3","2,3,5",0.3333333333333333,0.5,0.4,1,2,1
xlm-roberta-base,ɔpanyin,ɔ|panyin,▁|ɔ|pan|yin,1,"1,4",0.5,1.0,0.6666666666666666,1,1,0
xlm-roberta-base,mpanyimfoɔ,m|panyin|foɔ,▁mpan|yim|fo|ɔ,"1,7","4,7,9",0.3333333333333333,0.5,0.4,1,2,1
xlm-roberta-base,ayɔnkofoɔ,a|yɔnko|foɔ,▁ay|ɔ|nko|fo|ɔ,"1,6","2,3,6,8",0.25,0.5,0.3333333333333333,1,3,1
google/mt5-small,sukuufoɔ,sukuu|foɔ,▁suku|ufo|ɔ,5,"4,7",0.0,0.0,0.0,0,2,1
google/mt5-small,adwumayɛfoɔ,adwuma|yɛ|foɔ,▁ad|wum|a|yɛ|fo|ɔ,"6,8","2,5,6,8,10",0.4,1.0,0.5714285714285715,2,3,0
google/mt5-small,ɔkyerɛkyerɛni,ɔ|kyerɛ|kyerɛ|ni,▁|ɔ|ky|er|ɛ|ky|er|ɛn|i,"1,6,11","1,3,5,6,8,10,12",0.2857142857142857,0.6666666666666666,0.4,2,5,1
google/mt5-small,akyerɛkyerɛfoɔ,a|kyerɛ|kyerɛ|foɔ,▁ak|yer|ɛ|ky|er|ɛ|fo|ɔ,"1,6,11","2,5,6,8,10,11,13",0.2857142857142857,0.6666666666666666,0.4,2,5,1
google/mt5-small,osikani,o|sika|ni,▁|o|sikan|i,"1,5","1,6",0.5,0.5,0.5,1,1,1
google/mt5-small,asikafoɔ,a|sika|foɔ,▁asi|kafo|ɔ,"1,5","3,7",0.0,0.0,0.0,0,2,2
google/mt5-small,ɔmanfoɔ,ɔman|foɔ,▁|ɔ|man|fo|ɔ,4,"1,4,6",0.3333333333333333,1.0,0.5,1,2,0
google/mt5-small,abusuafoɔ,abusua|foɔ,▁abus|u|afo|ɔ,6,"4,5,8",0.0,0.0,0.0,0,3,1
google/mt5-small,kuromfoɔ,kurom|foɔ,▁kuro|mfo|ɔ,5,"4,7",0.0,0.0,0.0,0,2,1
google/mt5-small,nkurofoɔ,n|kuro|foɔ,▁|n|kuro|fo|ɔ,"1,5","1,5,7",0.6666666666666666,1.0,0.8,2,1,0
google/mt5-small,akwadaa,a|kwadaa,▁akwa|da|a,1,"4,6",0.0,0.0,0.0,0,2,1
google/mt5-small,mmofra,m|mofra,▁mm|o|fra,1,"2,3",0.0,0.0,0.0,0,2,1
google/mt5-small,adwuma,adwuma,▁ad|wum|a,,"2,5",0.0,0.0,0.0,0,2,0
google/mt5-small,odwumayɛni,o|dwuma|yɛ|ni,▁od|wum|a|yɛ|ni,"1,6,8","2,5,6,8",0.5,0.6666666666666666,0.5714285714285715,2,2,1
google/mt5-small,nnwumayɛfoɔ,n|dwuma|yɛ|foɔ,▁|n|n|wum|a|yɛ|fo|ɔ,"1,6,8","1,2,5,6,8,10",0.5,1.0,0.6666666666666666,3,3,0
google/mt5-small,ɔbarima,ɔ|barima,▁|ɔ|bar|ima,1,"1,4",0.5,1.0,0.6666666666666666,1,1,0
google/mt5-small,mmarima,m|barima,▁mma|rima,1,3,0.0,0.0,0.0,0,1,1
google/mt5-small,ɔbaa,ɔ|baa,▁|ɔ|ba|a,1,"1,3",0.5,1.0,0.6666666666666666,1,1,0
google/mt5-small,mmaa,m|baa,▁mma|a,1,3,0.0,0.0,0.0,0,1,1
google/mt5-small,akokɔ,a|kokɔ,▁ako|kɔ,1,3,0.0,0.0,0.0,0,1,1
google/mt5-small,nkokoɔ,n|kokoɔ,▁|n|koko|ɔ,1,"1,5",0.5,1.0,0.6666666666666666,1,1,0
google/mt5-small,ɔhene,ɔ|hene,▁|ɔ|hene,1,1,1.0,1.0,1.0,1,0,0
google/mt5-small,ahene,a|hene,▁|a|hene,1,1,1.0,1.0,1.0,1,0,0
google/mt5-small,ɔkɔmfoɔ,ɔ|kɔm|foɔ,▁|ɔ|kɔ|mfo|ɔ,"1,4","1,3,6",0.3333333333333333,0.5,0.4,1,2,1
google/mt5-small,akomfoɔ,a|kɔm|foɔ,▁ako|mfo|ɔ,"1,4","3,6",0.0,0.0,0.0,0,2,2
google/mt5-small,ɔsɔfoɔ,ɔ|sɔ|foɔ,▁|ɔ|s|ɔ|fo|ɔ,"1,3","1,2,3,5",0.5,1.0,0.6666666666666666,2,2,0
google/mt5-small,asɔfoɔ,a|sɔ|foɔ,▁as|ɔ|fo|ɔ,"1,3","2,3,5",0.3333333333333333,0.5,0.4,1,2,1
google/mt5-small,ɔpanyin,ɔ|panyin,▁|ɔ|pan|yin,1,"1,4",0.5,1.0,0.6666666666666666,1,1,0
google/mt5-small,mpanyimfoɔ,m|panyin|foɔ,▁mpan|yim|fo|ɔ,"1,7","4,7,9",0.3333333333333333,0.5,0.4,1,2,1
google/mt5-small,ayɔnkofoɔ,a|yɔnko|foɔ,▁ay|ɔn|ko|fo|ɔ,"1,6","2,4,6,8",0.25,0.5,0.3333333333333333,1,3,1
